setid,Mole fraction of propan-1-ol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gvNqm,0.5901,308.15,101,1244.73,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.6913,298.15,101,1196.78,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.6913,303.15,101,1192.14,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.6913,308.15,101,1187.62,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.8006,298.15,101,1110.29,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.8006,303.15,101,1105.7,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.8006,308.15,101,1101.28,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.8947,298.15,101,1000.27,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.8947,303.15,101,995.85,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.8947,308.15,101,991.41,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.9467,298.15,101,915.71,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.9467,303.15,101,911.45,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.9467,308.15,101,907.19,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,1,298.15,101,799.99,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,1,303.15,101,795.96,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,1,308.15,101,791.89,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
