setid,Mole fraction of propan-1-ol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gvNqm,0,298.15,101,1414.7,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0,303.15,101,1410.1,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0,308.15,101,1405.5,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.0431,298.15,101,1407.8,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.0431,303.15,101,1403.2,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.0431,308.15,101,1398.7,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.0889,298.15,101,1399.9,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.0889,303.15,101,1395.4,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.0889,308.15,101,1390.8,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.1564,298.15,101,1387.5,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.1564,303.15,101,1382.9,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.1564,308.15,101,1378.3,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.2913,298.15,101,1357.74,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.2913,303.15,101,1353.14,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.2913,308.15,101,1348.54,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.3788,298.15,101,1334.11,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.3788,303.15,101,1329.48,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.3788,308.15,101,1324.86,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.5665,298.15,101,1265.12,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.5665,303.15,101,1260.47,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.5665,308.15,101,1255.8,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.5901,298.15,101,1254.05,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
gvNqm,0.5901,303.15,101,1249.39,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
