setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cRQwy,293.15,0,101,801.75,Kermanpour and Niakan (2012),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
cRQwy,293.15,0.3101,101,989.53,Kermanpour and Niakan (2012),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
cRQwy,293.15,0.4279,101,1031.42,Kermanpour and Niakan (2012),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
cRQwy,293.15,0.5606,101,1068.28,Kermanpour and Niakan (2012),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
cRQwy,293.15,0.6901,101,1097.67,Kermanpour and Niakan (2012),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
cRQwy,293.15,0.8327,101,1123.89,Kermanpour and Niakan (2012),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
cRQwy,293.15,1,101,1149,Kermanpour and Niakan (2012),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
cRQwy,298.15,0,101,797.89,Kermanpour and Niakan (2012),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
cRQwy,298.15,0.3101,101,985.83,Kermanpour and Niakan (2012),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
cRQwy,298.15,0.4279,101,1027.83,Kermanpour and Niakan (2012),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
cRQwy,298.15,0.5606,101,1064.75,Kermanpour and Niakan (2012),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
cRQwy,298.15,0.6901,101,1094.14,Kermanpour and Niakan (2012),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
cRQwy,298.15,0.8327,101,1120.44,Kermanpour and Niakan (2012),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
cRQwy,298.15,1,101,1145.6,Kermanpour and Niakan (2012),Density,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
