setid,"Temperature, K",Mole fraction of pyrrolidinium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sYMRC,313.15,0.5,100,1206.7,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,313.15,0.62,100,1209.1,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,313.15,0.7,100,1210.4,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,313.15,0.8,100,1212,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,313.15,1,100,1213.1,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,323.15,0,100,1173.4,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,323.15,0.1,100,1181.1,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,323.15,0.22,100,1187.7,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,323.15,0.3,100,1191.7,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,323.15,0.4,100,1195.7,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,323.15,0.5,100,1198.6,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,323.15,0.62,100,1201.4,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,323.15,0.7,100,1203,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,323.15,0.8,100,1204,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,323.15,1,100,1205.5,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,333.15,0,100,1162.9,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,333.15,0.1,100,1171.2,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,333.15,0.22,100,1178.5,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,333.15,0.3,100,1182.9,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,333.15,0.4,100,1187.4,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,333.15,0.5,100,1190.6,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,333.15,0.62,100,1193.8,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,333.15,0.7,100,1195.6,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,333.15,0.8,100,1196.5,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,333.15,1,100,1197.2,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,343.15,0,100,1152.3,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,343.15,0.1,100,1161.4,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,343.15,0.22,100,1169.3,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,343.15,0.3,100,1174.2,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,343.15,0.4,100,1179.1,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,343.15,0.5,100,1182.7,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,343.15,0.62,100,1186.2,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,343.15,0.7,100,1188,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,343.15,0.8,100,1189.5,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,343.15,1,100,1190.2,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,353.15,0,100,1141.6,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,353.15,0.1,100,1151.6,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,353.15,0.22,100,1160.1,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,353.15,0.3,100,1165.4,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,353.15,0.4,100,1170.8,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,353.15,0.5,100,1174.9,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,353.15,0.62,100,1178.7,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,353.15,0.7,100,1180,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,353.15,0.8,100,1181.5,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
sYMRC,353.15,1,100,1182,Pires et al. (2013),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
