setid,"Temperature, K","MolaLity of 1,3-dimethylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mSBUR,288.15,0.02011,101.3,1117.1,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,288.15,0.02847,101.3,1117.2,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,288.15,0.04021,101.3,1117.3,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,288.15,0.05027,101.3,1117.4,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,288.15,0.05882,101.3,1117.5,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,288.15,0.07643,101.3,1117.7,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,288.15,0.09711,101.3,1118,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,293.15,0.00493,101.3,1113.5,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,293.15,0.00922,101.3,1113.5,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,293.15,0.02011,101.3,1113.6,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,293.15,0.02847,101.3,1113.6,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,293.15,0.04021,101.3,1113.8,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,293.15,0.05027,101.3,1113.9,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,293.15,0.05882,101.3,1113.9,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,293.15,0.07643,101.3,1114.1,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,293.15,0.09711,101.3,1114.4,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,298.15,0.00493,101.3,1110,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,298.15,0.00922,101.3,1110,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,298.15,0.02011,101.3,1110.1,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,298.15,0.02847,101.3,1110.1,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,298.15,0.04021,101.3,1110.2,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,298.15,0.05027,101.3,1110.3,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,298.15,0.05882,101.3,1110.4,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,298.15,0.07643,101.3,1110.6,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,298.15,0.09711,101.3,1110.9,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,303.15,0.00493,101.3,1106.4,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,303.15,0.00922,101.3,1106.5,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,303.15,0.02011,101.3,1106.5,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,303.15,0.02847,101.3,1106.6,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,303.15,0.04021,101.3,1106.7,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,303.15,0.05027,101.3,1106.8,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,303.15,0.05882,101.3,1106.9,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,303.15,0.07643,101.3,1107.1,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,303.15,0.09711,101.3,1107.3,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,308.15,0.00493,101.3,1102.9,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,308.15,0.00922,101.3,1102.9,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,308.15,0.02011,101.3,1103,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,308.15,0.02847,101.3,1103.1,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,308.15,0.04021,101.3,1103.2,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,308.15,0.05027,101.3,1103.3,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,308.15,0.05882,101.3,1103.3,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,308.15,0.07643,101.3,1103.5,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,308.15,0.09711,101.3,1103.8,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,313.15,0.00493,101.3,1099.3,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,313.15,0.00922,101.3,1099.4,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,313.15,0.02011,101.3,1099.4,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,313.15,0.02847,101.3,1099.5,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,313.15,0.04021,101.3,1099.6,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,313.15,0.05027,101.3,1099.7,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,313.15,0.05882,101.3,1099.8,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,313.15,0.07643,101.3,1099.9,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
mSBUR,313.15,0.09711,101.3,1100.1,Toma et al. (2022),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AALwIY,OCCO,"1,2-ethanediol",,,
