setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
moQbx,298.15,0,100,1109.67,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,298.15,0.1036,100,1182.58,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,298.15,0.202,100,1227.05,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,298.15,0.3083,100,1264.25,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,298.15,0.3981,100,1289.51,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,298.15,0.4987,100,1312.95,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,298.15,0.592,100,1330.8,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,298.15,0.7063,100,1347.8,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,298.15,0.7979,100,1359.1,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,298.15,0.9057,100,1370.6,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,303.15,0,100,1106.2,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,303.15,0.1036,100,1179.13,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,303.15,0.202,100,1223.68,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,303.15,0.3083,100,1260.84,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,303.15,0.3981,100,1286.22,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,303.15,0.4987,100,1309.44,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,303.15,0.592,100,1327,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,303.15,0.7063,100,1343.8,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,303.15,0.7979,100,1355.2,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,303.15,0.9057,100,1366.5,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,308.15,0,100,1102.68,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,308.15,0.1036,100,1174.98,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,308.15,0.202,100,1220.31,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,308.15,0.3083,100,1257.41,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,308.15,0.3981,100,1282.69,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,308.15,0.4987,100,1305.82,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,308.15,0.592,100,1323.2,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,308.15,0.7063,100,1339.9,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,308.15,0.7979,100,1351.2,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,308.15,0.9057,100,1362.4,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,313.15,0,100,1099.14,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,313.15,0.1036,100,1171.85,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,313.15,0.202,100,1216.93,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,313.15,0.3083,100,1253.87,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,313.15,0.3981,100,1279.18,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,313.15,0.4987,100,1302.31,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,313.15,0.592,100,1319.4,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,313.15,0.7063,100,1336,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,313.15,0.7979,100,1347.3,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,313.15,0.9057,100,1358.4,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,318.15,0,100,1095.58,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,318.15,0.1036,100,1168.36,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,318.15,0.202,100,1213.84,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,318.15,0.3083,100,1250.71,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
moQbx,318.15,0.3981,100,1275.89,Anwar et al. (2018),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
