setid,"Temperature, K","MolaRity of silver nitrate, mol/dm3","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SCoHH,293,2.2,100,1473.5,Sanchez (2008),Density,Liquid,AAgijT,O=[N+]([O-])[O-].[Ag+],silver nitrate,AAfxbB,C[N+](C)(C)CCO.O=[N+]([O-])[O-],choline nitrate,,,
SCoHH,303,2.2,100,1466.7,Sanchez (2008),Density,Liquid,AAgijT,O=[N+]([O-])[O-].[Ag+],silver nitrate,AAfxbB,C[N+](C)(C)CCO.O=[N+]([O-])[O-],choline nitrate,,,
SCoHH,313,2.2,100,1460,Sanchez (2008),Density,Liquid,AAgijT,O=[N+]([O-])[O-].[Ag+],silver nitrate,AAfxbB,C[N+](C)(C)CCO.O=[N+]([O-])[O-],choline nitrate,,,
SCoHH,323,2.2,100,1453.2,Sanchez (2008),Density,Liquid,AAgijT,O=[N+]([O-])[O-].[Ag+],silver nitrate,AAfxbB,C[N+](C)(C)CCO.O=[N+]([O-])[O-],choline nitrate,,,
SCoHH,333,2.2,100,1446.4,Sanchez (2008),Density,Liquid,AAgijT,O=[N+]([O-])[O-].[Ag+],silver nitrate,AAfxbB,C[N+](C)(C)CCO.O=[N+]([O-])[O-],choline nitrate,,,
SCoHH,343,2.2,100,1439.7,Sanchez (2008),Density,Liquid,AAgijT,O=[N+]([O-])[O-].[Ag+],silver nitrate,AAfxbB,C[N+](C)(C)CCO.O=[N+]([O-])[O-],choline nitrate,,,
SCoHH,353,2.2,100,1432.9,Sanchez (2008),Density,Liquid,AAgijT,O=[N+]([O-])[O-].[Ag+],silver nitrate,AAfxbB,C[N+](C)(C)CCO.O=[N+]([O-])[O-],choline nitrate,,,
