setid,Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BDcTn,0,101,298.15,926.9,Zhu et al. (2012b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BDcTn,0.0485,101,298.15,958.08,Zhu et al. (2012b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BDcTn,0.1011,101,298.15,983.88,Zhu et al. (2012b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BDcTn,0.199,101,298.15,1017.99,Zhu et al. (2012b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BDcTn,0.2973,101,298.15,1041.18,Zhu et al. (2012b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BDcTn,0.3481,101,298.15,1050.37,Zhu et al. (2012b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BDcTn,0.3944,101,298.15,1057.59,Zhu et al. (2012b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BDcTn,0.4488,101,298.15,1064.91,Zhu et al. (2012b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BDcTn,0.5036,101,298.15,1071.44,Zhu et al. (2012b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BDcTn,0.5489,101,298.15,1076.06,Zhu et al. (2012b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BDcTn,0.5937,101,298.15,1080.08,Zhu et al. (2012b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BDcTn,0.7036,101,298.15,1088.94,Zhu et al. (2012b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BDcTn,0.801,101,298.15,1094.8,Zhu et al. (2012b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BDcTn,0.8827,101,298.15,1099.8,Zhu et al. (2012b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BDcTn,1,101,298.15,1105,Zhu et al. (2012b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
