setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SAIrH,298.15,0.053,101,931.2,Geppert-Rybczynska et al. (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
SAIrH,298.15,0.1989,101,1146.2,Geppert-Rybczynska et al. (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
SAIrH,298.15,0.3593,101,1253.5,Geppert-Rybczynska et al. (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
SAIrH,298.15,0.5201,101,1312.7,Geppert-Rybczynska et al. (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
SAIrH,298.15,0.6103,101,1335.5,Geppert-Rybczynska et al. (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
SAIrH,298.15,0.788,101,1368.3,Geppert-Rybczynska et al. (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
SAIrH,298.15,0.9394,101,1387.8,Geppert-Rybczynska et al. (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
SAIrH,298.15,1,101,1394.5,Geppert-Rybczynska et al. (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
SAIrH,308.15,0,101,765.7,Geppert-Rybczynska et al. (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
SAIrH,308.15,0.053,101,920.5,Geppert-Rybczynska et al. (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
SAIrH,308.15,0.1989,101,1136.2,Geppert-Rybczynska et al. (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
SAIrH,308.15,0.3593,101,1243.9,Geppert-Rybczynska et al. (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
SAIrH,308.15,0.5201,101,1303.4,Geppert-Rybczynska et al. (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
SAIrH,308.15,0.6103,101,1326.4,Geppert-Rybczynska et al. (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
SAIrH,308.15,0.788,101,1359.2,Geppert-Rybczynska et al. (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
SAIrH,308.15,0.9394,101,1379,Geppert-Rybczynska et al. (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
SAIrH,308.15,1,101,1385.7,Geppert-Rybczynska et al. (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
