setid,"Temperature, K","MolaLity of 1-hexyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Cseuo,278.15,0.00478,100,1000,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,278.15,0.01021,100,1000.1,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,278.15,0.01985,100,1000.2,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,278.15,0.03001,100,1000.3,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,278.15,0.04132,100,1000.5,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,278.15,0.05221,100,1000.6,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,278.15,0.06126,100,1000.8,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,278.15,0.07663,100,1001,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,278.15,0.09321,100,1001.2,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,283.15,0.00478,100,999.7,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,283.15,0.01021,100,999.8,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,283.15,0.01985,100,999.9,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,283.15,0.03001,100,1000,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,283.15,0.04132,100,1000.2,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,283.15,0.05221,100,1000.3,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,283.15,0.06126,100,1000.4,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,283.15,0.07663,100,1000.6,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,283.15,0.09321,100,1000.8,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,288.15,0.00478,100,999.1,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,288.15,0.01021,100,999.2,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,288.15,0.01985,100,999.3,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,288.15,0.03001,100,999.4,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,288.15,0.04132,100,999.5,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,288.15,0.05221,100,999.7,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,288.15,0.06126,100,999.8,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,288.15,0.07663,100,1000,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,288.15,0.09321,100,1000.2,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,293.15,0.00478,100,998.2,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,293.15,0.01021,100,998.3,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,293.15,0.01985,100,998.4,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,293.15,0.03001,100,998.5,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,293.15,0.04132,100,998.6,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,293.15,0.05221,100,998.7,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,293.15,0.06126,100,998.8,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,293.15,0.07663,100,999,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,293.15,0.09321,100,999.2,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Cseuo,298.15,0.00478,100,997.1,Tomas et al. (2018),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
