setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wdTub,293.15,0,101,1224.79,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.01,101,1230.94,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.02,101,1236.9,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.03,101,1242.67,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.04,101,1248.26,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.05,101,1254.78,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.11,101,1280.03,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.16,101,1301.11,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.21,101,1318.53,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.26,101,1332.81,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.32,101,1344.39,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.37,101,1353.68,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.42,101,1361.06,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.47,101,1366.89,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.53,101,1371.45,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.58,101,1375.01,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.63,101,1377.81,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.68,101,1380.02,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.74,101,1381.81,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.79,101,1383.28,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.84,101,1384.52,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.89,101,1385.56,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,0.95,101,1386.4,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,293.15,1,101,1387.01,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0,101,1219.85,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.01,101,1225.97,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.02,101,1231.89,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.03,101,1237.64,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.04,101,1243.2,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.05,101,1249.7,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.11,101,1274.9,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.16,101,1295.99,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.21,101,1313.47,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.26,101,1327.81,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.32,101,1339.46,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.37,101,1348.81,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.42,101,1356.23,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.47,101,1362.07,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.53,101,1366.61,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.58,101,1370.13,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.63,101,1372.86,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.68,101,1374.99,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.74,101,1376.69,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.79,101,1378.09,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.84,101,1379.28,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.89,101,1380.32,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
wdTub,298.15,0.95,101,1381.24,Zarrougui et al. (2010a),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
