setid,Mole fraction of butyl ethanoate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DKzmy,0,100,298.15,1436.5,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
DKzmy,0.2414,100,298.15,1367.9,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
DKzmy,0.481,100,298.15,1275.39,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
DKzmy,0.6824,100,298.15,1168.24,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
DKzmy,0.7372,100,298.15,1128.11,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
DKzmy,0.7923,100,298.15,1086.01,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
DKzmy,0.8427,100,298.15,1043.93,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
DKzmy,0.8928,100,298.15,996.443,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
DKzmy,0.9456,100,298.15,941.054,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
