setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sHXUo,278.15,0.0502,101,1010.1,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,278.15,0.1006,101,1058.3,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,278.15,0.1501,101,1099.41,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,278.15,0.2001,101,1135.42,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,278.15,0.3003,101,1196.6,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,278.15,0.3999,101,1243.2,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,278.15,0.4997,101,1281.7,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,278.15,0.6,101,1314,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,278.15,0.7,101,1341.1,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,278.15,0.7986,101,1364,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,278.15,0.8509,101,1374.9,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,278.15,0.9008,101,1384.2,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,278.15,0.9504,101,1393.1,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,288.15,0.0502,101,997.8,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,288.15,0.1006,101,1046.52,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,288.15,0.1501,101,1088.09,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,288.15,0.2001,101,1124.48,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,288.15,0.3003,101,1186.3,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,288.15,0.3999,101,1233.3,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
sHXUo,288.15,0.4997,101,1272.2,Vercher et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
