setid,"Temperature, K","Moles per mass of solution: tetrabutylammonium perchlorate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JQRrq,298.15,0.1494,101,942.25,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,298.15,0.1663,101,942.922,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,298.15,0.1855,101,943.669,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,298.15,0.1982,101,944.182,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,298.15,0.231,101,945.465,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,298.15,0.2662,101,946.841,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,298.15,0.2952,101,947.972,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,298.15,0.3299,101,949.322,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,303.15,0.0835,101,935.072,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,303.15,0.102,101,935.819,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,303.15,0.1159,101,936.387,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,303.15,0.1327,101,937.067,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,303.15,0.1494,101,937.738,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,303.15,0.1663,101,938.42,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,303.15,0.1855,101,939.179,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,303.15,0.1982,101,939.699,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,303.15,0.231,101,941.005,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,303.15,0.2662,101,942.401,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,303.15,0.2952,101,943.548,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,303.15,0.3299,101,944.918,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
