setid,"Temperature, K","Moles per mass of solution: tetrabutylammonium perchlorate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JQRrq,293.15,0.0835,101,944.182,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,293.15,0.102,101,944.904,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,293.15,0.1159,101,945.456,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,293.15,0.133,101,946.13,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,293.15,0.1494,101,946.764,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,293.15,0.1663,101,947.422,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,293.15,0.1855,101,948.159,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,293.15,0.1982,101,948.663,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,293.15,0.231,101,949.929,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,293.15,0.2662,101,951.284,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,293.15,0.2952,101,952.402,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,293.15,0.3299,101,953.726,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,298.15,0.0835,101,939.628,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,298.15,0.102,101,940.361,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,298.15,0.1159,101,940.922,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
JQRrq,298.15,0.1327,101,941.592,Krakowiak et al. (2000),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
