setid,"Solvent: MolaLity of 1-ethyl-3-methylimidazolium hydrogen sulfate, mol/kg","MolaLity of L-isoleucine, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
unRrD,0.0503,0.0834,293.15,100,1003.86,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0834,298.15,100,1002.65,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0834,303.15,100,1001.23,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0834,308.15,100,999.538,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0834,313.15,100,997.675,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0989,293.15,100,1004.26,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0989,298.15,100,1003.04,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0989,303.15,100,1001.63,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0989,308.15,100,999.93,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0989,313.15,100,998.068,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.1215,293.15,100,1004.84,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.1215,298.15,100,1003.61,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.1215,303.15,100,1002.2,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.1215,308.15,100,1000.5,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.1215,313.15,100,998.635,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0,293.15,100,1002.93,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0,298.15,100,1001.73,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0,303.15,100,1000.32,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0,308.15,100,998.638,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0,313.15,100,996.774,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0256,293.15,100,1003.63,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0256,298.15,100,1002.43,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0256,303.15,100,1001.02,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0256,308.15,100,999.333,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0256,313.15,100,997.467,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0456,293.15,100,1004.18,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0456,298.15,100,1002.97,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0456,303.15,100,1001.55,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0456,308.15,100,999.868,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0456,313.15,100,998.002,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0667,293.15,100,1004.74,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0667,298.15,100,1003.53,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0667,303.15,100,1002.12,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0667,308.15,100,1000.43,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0667,313.15,100,998.559,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0748,293.15,100,1004.96,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0748,298.15,100,1003.75,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0748,303.15,100,1002.33,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0748,308.15,100,1000.64,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0748,313.15,100,998.771,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0958,293.15,100,1005.51,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0958,298.15,100,1004.3,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0958,303.15,100,1002.88,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0958,308.15,100,1001.18,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.0958,313.15,100,999.317,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.1238,293.15,100,1006.24,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.1238,298.15,100,1005.02,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.1238,303.15,100,1003.6,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.1238,308.15,100,1001.9,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0702,0.1238,313.15,100,1000.03,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
