setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bKwAE,293.15,0.0532,87,998.8,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,293.15,0.1024,87,999.4,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,293.15,0.1528,87,1000,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,293.15,0.2049,87,1000.6,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,293.15,0.2529,87,1001.2,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,293.15,0.3082,87,1001.8,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,293.15,0.3571,87,1002.4,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,293.15,0.4077,87,1003,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,293.15,0.459,87,1003.6,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,293.15,0.5026,87,1004,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,298.15,0.0532,87,997.7,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,298.15,0.1024,87,998.2,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,298.15,0.1528,87,998.8,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,298.15,0.2049,87,999.4,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,298.15,0.2529,87,1000,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,298.15,0.3082,87,1000.6,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,298.15,0.3571,87,1001.2,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,298.15,0.4077,87,1001.7,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,298.15,0.459,87,1002.3,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,298.15,0.5026,87,1002.8,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,303.15,0.0532,87,996.2,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,303.15,0.1024,87,996.8,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,303.15,0.1528,87,997.4,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,303.15,0.2049,87,998,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
bKwAE,303.15,0.2529,87,998.5,Rafiee and Frouzesh (2016d),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
