setid,"Temperature, K",Mole fraction of propan-1-ol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VsIQA,298.15,0,101,1427.86,Gonzalez and Gonzalez (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
VsIQA,298.15,0.0938,101,1411.16,Gonzalez and Gonzalez (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
VsIQA,298.15,0.1942,101,1390.36,Gonzalez and Gonzalez (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
VsIQA,298.15,0.3092,101,1361.8,Gonzalez and Gonzalez (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
VsIQA,298.15,0.3925,101,1336.96,Gonzalez and Gonzalez (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
VsIQA,298.15,0.5031,101,1296.59,Gonzalez and Gonzalez (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
VsIQA,298.15,0.6035,101,1249.57,Gonzalez and Gonzalez (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
VsIQA,298.15,0.6084,101,1246.93,Gonzalez and Gonzalez (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
VsIQA,298.15,0.6973,101,1192.26,Gonzalez and Gonzalez (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
VsIQA,298.15,0.8048,101,1102.79,Gonzalez and Gonzalez (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
