setid,"Solvent: MolaLity of lithium chloride, mol/kg","MolaLity of 1-methyl-3-octyl-1H-imidazolium thiocyanate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HAKEA,0,0,86,298.15,997,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0,0.0044,86,298.15,997.1,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0,0.0073,86,298.15,997.1,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0,0.0078,86,298.15,997.1,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0,0.0127,86,298.15,997.1,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0,0.0155,86,298.15,997.2,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0,0.0201,86,298.15,997.2,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0,0.0223,86,298.15,997.2,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.198,0,86,298.15,1001.3,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.198,0.0049,86,298.15,1001.3,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.198,0.0079,86,298.15,1001.4,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.198,0.0113,86,298.15,1001.4,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.198,0.0151,86,298.15,1001.4,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.198,0.0173,86,298.15,1001.4,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.198,0.0208,86,298.15,1001.4,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.198,0.0233,86,298.15,1001.4,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.198,0.0286,86,298.15,1001.5,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.198,0.0317,86,298.15,1001.5,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.308,0,86,298.15,1003.5,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.308,0.0048,86,298.15,1003.6,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.308,0.0078,86,298.15,1003.6,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.308,0.0113,86,298.15,1003.6,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.308,0.015,86,298.15,1003.6,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.308,0.0171,86,298.15,1003.6,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.308,0.0204,86,298.15,1003.6,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.308,0.0227,86,298.15,1003.7,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.308,0.026,86,298.15,1003.7,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
