setid,"Solvent: MolaLity of lithium chloride, mol/kg","MolaLity of 1-methyl-3-octyl-1H-imidazolium thiocyanate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HAKEA,0.308,0.0297,86,298.15,1003.7,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.393,0,86,298.15,1005.3,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.393,0.0046,86,298.15,1005.3,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.393,0.0065,86,298.15,1005.4,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.393,0.0089,86,298.15,1005.4,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.393,0.0112,86,298.15,1005.4,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.393,0.0132,86,298.15,1005.4,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.393,0.016,86,298.15,1005.4,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.393,0.0197,86,298.15,1005.4,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.393,0.0216,86,298.15,1005.4,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
HAKEA,0.393,0.0249,86,298.15,1005.5,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAIHRm,[Cl-].[Li+],lithium chloride
