setid,"MolaLity of tetrabutylphosphonium tetrafluoroborate, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DaZCV,0.0114,298.15,100,880.76,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AANtst,C1CCOC1,tetrahydrofuran,,,
DaZCV,0.0171,298.15,100,881.15,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AANtst,C1CCOC1,tetrahydrofuran,,,
DaZCV,0.0229,298.15,100,881.75,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AANtst,C1CCOC1,tetrahydrofuran,,,
DaZCV,0.0286,298.15,100,882.51,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AANtst,C1CCOC1,tetrahydrofuran,,,
DaZCV,0.0344,298.15,100,883.46,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AANtst,C1CCOC1,tetrahydrofuran,,,
DaZCV,0.0401,298.15,100,884.51,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AANtst,C1CCOC1,tetrahydrofuran,,,
