setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FtOyj,298.15,0,101,1110,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
FtOyj,298.15,0.0027,101,1109.9,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
FtOyj,298.15,0.0046,101,1109.7,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
FtOyj,298.15,0.0081,101,1109.5,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
FtOyj,298.15,0.0151,101,1109,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
FtOyj,298.15,0.0316,101,1108,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
FtOyj,298.15,0.0614,101,1106.4,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
FtOyj,298.15,0.083,101,1105.4,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
FtOyj,298.15,0.1341,101,1103.5,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
FtOyj,298.15,0.2026,101,1101.7,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
FtOyj,298.15,0.273,101,1100.4,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
FtOyj,298.15,0.4125,101,1099.2,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
FtOyj,298.15,0.5198,101,1099,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
FtOyj,298.15,0.6306,101,1099.3,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
FtOyj,298.15,0.7919,101,1100.3,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
FtOyj,298.15,0.9583,101,1101.6,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
FtOyj,298.15,1,101,1101.9,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
FtOyj,308.15,0,101,1102.9,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
