setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kktou,293.15,0,101,900.5,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,293.15,0.052,101,956.3,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,293.15,0.0979,101,999,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,293.15,0.198,101,1077.6,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,293.15,0.2939,101,1138.2,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,293.15,0.3968,101,1191.4,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,293.15,0.4883,101,1230.7,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,293.15,0.5936,101,1268.7,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,293.15,0.7,101,1301,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,293.15,0.8146,101,1330.9,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,293.15,0.8997,101,1350.6,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,293.15,0.9499,101,1361.5,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,293.15,1,101,1371.6,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,298.15,0,101,894.4,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,298.15,0.052,101,950.6,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,298.15,0.0979,101,993.4,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,298.15,0.198,101,1072.2,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,298.15,0.2939,101,1133.1,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,298.15,0.3968,101,1186.8,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,298.15,0.4883,101,1226.6,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,298.15,0.5936,101,1264.7,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,298.15,0.7,101,1297,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,298.15,0.8146,101,1326.6,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,298.15,0.8997,101,1346.3,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,298.15,0.9499,101,1357.3,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,298.15,1,101,1367.3,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,303.15,0,101,888.2,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,303.15,0.052,101,944.6,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,303.15,0.0979,101,987.7,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,303.15,0.198,101,1067,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,303.15,0.2939,101,1128,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,303.15,0.3968,101,1182,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,303.15,0.4883,101,1222,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,303.15,0.5936,101,1260.3,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,303.15,0.7,101,1292.6,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,303.15,0.8146,101,1322.2,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,303.15,0.8997,101,1342,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,303.15,0.9499,101,1352.9,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
kktou,303.15,1,101,1363,Pereiro and Rodriguez (2007a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
