setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tvreT,303.15,0.8,101,1351.5,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,303.15,0.9007,101,1373,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,303.15,1,101,1390.7,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,313.15,0,101,772.4,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,313.15,0.1003,101,946.2,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,313.15,0.1994,101,1060.1,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,313.15,0.3001,101,1141.4,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,313.15,0.4006,101,1202.1,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,313.15,0.4999,101,1249.3,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,313.15,0.6,101,1286.2,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,313.15,0.7,101,1316.8,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,313.15,0.8,101,1342.3,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,313.15,0.9007,101,1363.8,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,313.15,1,101,1381.7,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,323.15,0,101,763,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,323.15,0.1003,101,936.8,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,323.15,0.1994,101,1050.7,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,323.15,0.3001,101,1132.1,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,323.15,0.4006,101,1192.9,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,323.15,0.4999,101,1240.2,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,323.15,0.6,101,1277.2,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,323.15,0.7,101,1307.9,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,323.15,0.8,101,1333.3,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,323.15,0.9007,101,1354.9,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,323.15,1,101,1372.8,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,333.15,0,101,753.5,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,333.15,0.1003,101,927.3,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,333.15,0.1994,101,1041.1,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,333.15,0.3001,101,1122.9,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,333.15,0.4006,101,1183.7,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,333.15,0.4999,101,1231,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,333.15,0.6,101,1268.3,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,333.15,0.7,101,1298.9,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,333.15,0.8,101,1324.1,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,333.15,0.9007,101,1345.7,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
tvreT,333.15,1,101,1363.8,Neale et al. (2017),Density,Liquid,AANPWF,CCCC#N,butanenitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
