setid,"Temperature, K","Mole fraction of 1-butyl-2,3-dimethylimidazolium tetrafluoroborate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hrwUl,293.15,0,100,947.4,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAStxH,O=C1CCCCC1,cyclohexanone,,,
hrwUl,293.15,0.0834,100,957.9,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAStxH,O=C1CCCCC1,cyclohexanone,,,
hrwUl,293.15,0.1328,100,967.9,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAStxH,O=C1CCCCC1,cyclohexanone,,,
hrwUl,293.15,0.1764,100,977.6,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAStxH,O=C1CCCCC1,cyclohexanone,,,
hrwUl,293.15,0.2258,100,994.2,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAStxH,O=C1CCCCC1,cyclohexanone,,,
hrwUl,293.15,0.2675,100,1009.7,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAStxH,O=C1CCCCC1,cyclohexanone,,,
hrwUl,293.15,0.3094,100,1026.1,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAStxH,O=C1CCCCC1,cyclohexanone,,,
hrwUl,293.15,0.3824,100,1055.5,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAStxH,O=C1CCCCC1,cyclohexanone,,,
hrwUl,293.15,0.4368,100,1077.3,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAStxH,O=C1CCCCC1,cyclohexanone,,,
hrwUl,293.15,0.4755,100,1092.4,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAStxH,O=C1CCCCC1,cyclohexanone,,,
hrwUl,293.15,0.5276,100,1111.7,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAStxH,O=C1CCCCC1,cyclohexanone,,,
hrwUl,293.15,0.5649,100,1124.6,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAStxH,O=C1CCCCC1,cyclohexanone,,,
hrwUl,293.15,0.6063,100,1137.9,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAStxH,O=C1CCCCC1,cyclohexanone,,,
hrwUl,293.15,0.6451,100,1149.3,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAStxH,O=C1CCCCC1,cyclohexanone,,,
hrwUl,293.15,0.6947,100,1162.1,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAStxH,O=C1CCCCC1,cyclohexanone,,,
