setid,"Temperature, K","Solvent: MolaLity of N,N-dimethylbenzylammonium acetate, mol/kg","MolaLity of D-(+)-maltose monohydrate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EkOZJ,288.15,0.1,0.13488,101,1018.33,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,288.15,0.1,0.15469,101,1020.77,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,288.15,0.15,0.04096,101,1007.21,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,288.15,0.15,0.07588,101,1011.73,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,288.15,0.15,0.09222,101,1013.81,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,288.15,0.15,0.10025,101,1014.83,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,288.15,0.15,0.11246,101,1016.38,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,288.15,0.15,0.1556,101,1021.75,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,288.15,0.2,0.05739,101,1010.4,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,288.15,0.2,0.07539,101,1012.72,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,288.15,0.2,0.0892,101,1014.49,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,288.15,0.2,0.1039,101,1016.36,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,288.15,0.2,0.12952,101,1019.59,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,288.15,0.2,0.14819,101,1021.92,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0,0.04928,101,1003.5,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0,0.08226,101,1007.73,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0,0.08926,101,1008.62,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0,0.10447,101,1010.54,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0,0.11714,101,1012.13,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0,0.16144,101,1017.61,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.05,0.05009,101,1004.39,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.05,0.06292,101,1006.01,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.05,0.08558,101,1008.85,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.05,0.09276,101,1009.74,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.05,0.12046,101,1013.15,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.05,0.13449,101,1014.87,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.1,0.04836,101,1005.28,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.1,0.07442,101,1008.57,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.1,0.09088,101,1010.63,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.1,0.10746,101,1012.69,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.1,0.13488,101,1016.06,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.1,0.15469,101,1018.47,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.15,0.04096,101,1005.01,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.15,0.07588,101,1009.48,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.15,0.09222,101,1011.54,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.15,0.10025,101,1012.55,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.15,0.11246,101,1014.07,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.15,0.1556,101,1019.39,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.2,0.05739,101,1008.17,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.2,0.07539,101,1010.47,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.2,0.0892,101,1012.22,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.2,0.1039,101,1014.07,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.2,0.12952,101,1017.26,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,298.15,0.2,0.14819,101,1019.56,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0,0.04928,101,1000.45,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0,0.08226,101,1004.64,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0,0.08926,101,1005.52,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0,0.10447,101,1007.42,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
