setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BAIHg,200,313.15,0.5,1111,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,200,313.15,0.5999,1129,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,200,313.15,0.7001,1145,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,200,313.15,0.8,1158,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,200,313.15,0.8999,1172,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,200,313.15,1,1185,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,200,353.15,0.5,1082,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,200,353.15,0.5999,1102,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,200,353.15,0.7001,1118,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,200,353.15,0.8,1131,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,200,353.15,0.8999,1145,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,200,353.15,1,1159,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,600,313.15,0.5,1111,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,600,313.15,0.5999,1130,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,600,313.15,0.7001,1145,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,600,313.15,0.8,1158,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,600,313.15,0.8999,1172,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,600,313.15,1,1186,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,600,353.15,0.5,1082,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,600,353.15,0.5999,1103,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
BAIHg,600,353.15,0.7001,1118,Han et al. (2009),Density,Liquid,AAPBFE,c1ccccc1,benzene,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
