setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Ebkas,298.15,0,101,997.06,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,298.15,0.0265,101,1049.2,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,298.15,0.0561,101,1093.18,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,298.15,0.0871,101,1125.96,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,298.15,0.1283,101,1156.08,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,298.15,0.1645,101,1174.63,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,298.15,0.2074,101,1190.42,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,298.15,0.2525,101,1202.66,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,298.15,0.28,101,1208.32,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,298.15,0.3012,101,1212.16,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,298.15,0.3254,101,1215.99,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,298.15,1,101,1221.2,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,303.15,0,101,995.65,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,303.15,0.0265,101,1047.05,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,303.15,0.0561,101,1090.36,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,303.15,0.0871,101,1122.7,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,303.15,0.1283,101,1152.59,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,303.15,0.1645,101,1171.08,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,303.15,0.2074,101,1186.89,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,303.15,0.2525,101,1199.19,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,303.15,0.28,101,1204.89,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,303.15,0.3012,101,1208.76,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,303.15,0.3254,101,1212.62,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,303.15,1,101,1217.3,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,308.15,0,101,994.01,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,308.15,0.0265,101,1044.76,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,308.15,0.0561,101,1087.45,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,308.15,0.0871,101,1119.39,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,308.15,0.1283,101,1149.06,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,308.15,0.1645,101,1167.5,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,308.15,0.2074,101,1183.35,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,308.15,0.2525,101,1195.71,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,308.15,0.28,101,1201.45,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,308.15,0.3012,101,1205.35,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,308.15,0.3254,101,1209.25,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,308.15,1,101,1213.4,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,313.15,0,101,992.15,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,313.15,0.0265,101,1042.32,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,313.15,0.0561,101,1084.45,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,313.15,0.0871,101,1116.03,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,313.15,0.1283,101,1145.49,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,313.15,0.1645,101,1163.9,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,313.15,0.2074,101,1179.78,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,313.15,0.2525,101,1192.21,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,313.15,0.28,101,1198,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,313.15,0.3012,101,1201.93,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,313.15,0.3254,101,1205.87,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,313.15,1,101,1209.5,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,318.15,0,101,990.14,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,318.15,0.0265,101,1039.75,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,318.15,0.0561,101,1081.37,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
