setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Ebkas,318.15,0.0871,101,1112.61,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,318.15,0.1283,101,1141.9,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,318.15,0.1645,101,1160.28,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,318.15,0.2074,101,1176.2,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,318.15,0.2525,101,1188.7,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,318.15,0.28,101,1194.53,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,318.15,0.3012,101,1198.5,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,318.15,0.3254,101,1202.48,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,318.15,1,101,1205.7,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,323.15,0,101,987.93,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,323.15,0.0265,101,1037.05,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,323.15,0.0561,101,1078.21,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,323.15,0.0871,101,1109.15,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,323.15,0.1283,101,1138.27,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,323.15,0.1645,101,1156.64,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,323.15,0.2074,101,1172.59,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,323.15,0.2525,101,1185.17,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,323.15,0.28,101,1191.05,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,323.15,0.3012,101,1195.06,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,323.15,0.3254,101,1199.08,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,323.15,1,101,1201.8,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,328.15,0,101,985.61,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,328.15,0.0265,101,1034.23,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,328.15,0.0561,101,1074.97,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,328.15,0.0871,101,1105.64,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,328.15,0.1283,101,1134.62,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,328.15,0.1645,101,1152.97,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,328.15,0.2074,101,1168.97,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,328.15,0.2525,101,1181.63,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,328.15,0.28,101,1187.55,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,328.15,0.3012,101,1191.6,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,328.15,0.3254,101,1195.67,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,328.15,1,101,1198,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,333.15,0,101,983.17,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,333.15,0.0265,101,1031.32,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,333.15,0.0561,101,1071.61,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,333.15,0.0871,101,1102.07,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,333.15,0.1283,101,1130.94,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,333.15,0.1645,101,1149.27,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,333.15,0.2074,101,1165.34,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,333.15,0.2525,101,1178.06,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,333.15,0.28,101,1184.04,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,333.15,0.3012,101,1188.13,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,333.15,0.3254,101,1192.25,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,333.15,1,101,1194.3,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,338.15,0,101,980.3,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,338.15,0.0265,101,1028.4,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,338.15,0.0561,101,1068.07,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,338.15,0.0871,101,1098.46,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,338.15,0.1283,101,1127.23,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,338.15,0.1645,101,1145.56,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,338.15,0.2074,101,1161.68,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,338.15,0.2525,101,1174.49,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,338.15,0.28,101,1180.52,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,338.15,0.3012,101,1184.65,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,338.15,0.3254,101,1188.82,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,338.15,1,101,1190.5,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,343.15,0,101,978.1,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,343.15,0.0265,101,1024.59,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,343.15,0.0561,101,1065.42,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,343.15,0.0871,101,1094.8,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,343.15,0.1283,101,1123.48,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,343.15,0.1645,101,1141.82,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,343.15,0.2074,101,1158,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,343.15,0.2525,101,1170.9,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,343.15,0.28,101,1176.99,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,343.15,0.3012,101,1181.16,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,343.15,0.3254,101,1185.37,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
Ebkas,343.15,1,101,1186.8,Zawadzki et al. (2014),Density,Liquid,AADYJk,O,water,AAqlQM,CCCC[N+]1(C)CCCC1.[Br-],1-butyl-1-methylpyrrolidinium bromide,,,
