setid,"Temperature, K","Pressure, kPa",Mole fraction of lithium bis((trifluoromethyl)sulfonyl)amide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QytSU,443.1,100,0.43,1859,Kubota et al. (2010a),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,ABJUGB,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[K+],potassium bis((trifluoromethyl)sulfonyl)amide,,,
QytSU,473.1,100,0.43,1822,Kubota et al. (2010a),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,ABJUGB,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[K+],potassium bis((trifluoromethyl)sulfonyl)amide,,,
QytSU,503.1,100,0.43,1800,Kubota et al. (2010a),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,ABJUGB,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[K+],potassium bis((trifluoromethyl)sulfonyl)amide,,,
QytSU,523,100,0.43,1784,Kubota et al. (2010a),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,ABJUGB,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[K+],potassium bis((trifluoromethyl)sulfonyl)amide,,,
