setid,"Temperature, K",Mole fraction of N-ethyl-N-methylpiperidinium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CElVW,303.15,0.02,100,1040.5,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,303.15,0.046,100,1085.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,303.15,0.065,100,1114.2,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,303.15,0.085,100,1138.5,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,303.15,0.11,100,1164.3,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,303.15,0.14,100,1189,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,303.15,0.18,100,1214.4,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,303.15,0.221,100,1234.4,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,303.15,0.27,100,1251.8,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,303.15,0.321,100,1265.5,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,308.15,0,100,994,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,308.15,0.02,100,1038.6,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,308.15,0.046,100,1083.5,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,308.15,0.065,100,1111.5,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,308.15,0.085,100,1135.5,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,308.15,0.11,100,1161.2,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,308.15,0.14,100,1185.7,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,308.15,0.18,100,1211,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,308.15,0.221,100,1230.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,308.15,0.27,100,1248.4,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,308.15,0.321,100,1262.1,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,313.15,0,100,992.2,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,313.15,0.02,100,1036.4,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,313.15,0.046,100,1081.1,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,313.15,0.065,100,1108.7,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,313.15,0.085,100,1132.5,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,313.15,0.11,100,1158,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,313.15,0.14,100,1182.3,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,313.15,0.18,100,1207.5,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,313.15,0.221,100,1227.4,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,313.15,0.27,100,1244.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,313.15,0.321,100,1258.6,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,318.15,0,100,990.1,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,318.15,0.02,100,1034.1,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,318.15,0.046,100,1078.7,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,318.15,0.065,100,1105.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,318.15,0.085,100,1129.5,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,318.15,0.11,100,1154.8,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,318.15,0.14,100,1178.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,318.15,0.18,100,1204.1,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,318.15,0.221,100,1223.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,318.15,0.27,100,1241.4,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,318.15,0.321,100,1255.2,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,323.15,0,100,987.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,323.15,0.02,100,1031.6,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,323.15,0.046,100,1075.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,323.15,0.065,100,1102.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,323.15,0.085,100,1126.3,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,323.15,0.11,100,1151.5,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,323.15,0.14,100,1175.5,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,323.15,0.18,100,1200.6,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,323.15,0.221,100,1220.4,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,323.15,0.27,100,1237.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,323.15,0.321,100,1251.8,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,328.15,0,100,985.6,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,328.15,0.02,100,1029,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,328.15,0.046,100,1073,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,328.15,0.065,100,1099.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,328.15,0.085,100,1123.1,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,328.15,0.11,100,1148.1,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,328.15,0.14,100,1172.1,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,328.15,0.18,100,1197,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,328.15,0.221,100,1216.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,328.15,0.27,100,1234.4,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,328.15,0.321,100,1248.3,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,333.15,0,100,983.2,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,333.15,0.02,100,1026.3,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,333.15,0.046,100,1070.2,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,333.15,0.065,100,1096.7,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,333.15,0.085,100,1119.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,333.15,0.11,100,1144.7,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,333.15,0.14,100,1168.6,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,333.15,0.18,100,1193.5,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,333.15,0.221,100,1213.4,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,333.15,0.27,100,1230.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,333.15,0.321,100,1244.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,338.15,0,100,980.3,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,338.15,0.02,100,1023.5,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,338.15,0.046,100,1067.1,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,338.15,0.065,100,1093.5,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,338.15,0.085,100,1116.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,338.15,0.11,100,1141.4,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,338.15,0.14,100,1165.1,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,338.15,0.18,100,1189.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,338.15,0.221,100,1209.8,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,338.15,0.27,100,1227.4,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,338.15,0.321,100,1241.4,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,343.15,0,100,978.1,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,343.15,0.02,100,1020.4,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,343.15,0.046,100,1063.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,343.15,0.065,100,1090.3,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,343.15,0.085,100,1113.8,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,343.15,0.11,100,1137.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,343.15,0.14,100,1161.5,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,343.15,0.18,100,1186.3,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,343.15,0.221,100,1206.2,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,343.15,0.27,100,1223.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,343.15,0.321,100,1238,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,348.15,0,100,974.8,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,348.15,0.02,100,1016.6,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,348.15,0.046,100,1060.6,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,348.15,0.065,100,1087,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,348.15,0.085,100,1110.3,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,348.15,0.11,100,1134.3,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,348.15,0.14,100,1157.9,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,348.15,0.18,100,1182.7,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,348.15,0.221,100,1202.6,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,348.15,0.27,100,1220.3,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
CElVW,348.15,0.321,100,1234.5,Krolikowska et al. (2019b),Density,Liquid,AAoBjM,CC[N+]1(C)CCCCC1.[Br-],N-ethyl-N-methylpiperidinium bromide,AADYJk,O,water,,,
