setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium ethyl sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qNmpa,293.15,0.0998,101.3,1003.46,Singh et al. (2023c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
qNmpa,293.15,0.1501,101.3,1005.86,Singh et al. (2023c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
qNmpa,293.15,0.1999,101.3,1008.17,Singh et al. (2023c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
qNmpa,298.15,0.0998,101.3,1001.82,Singh et al. (2023c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
qNmpa,298.15,0.1501,101.3,1004.04,Singh et al. (2023c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
qNmpa,298.15,0.1999,101.3,1006.22,Singh et al. (2023c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
qNmpa,303.15,0.0998,101.3,1000.25,Singh et al. (2023c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
qNmpa,303.15,0.1501,101.3,1002.41,Singh et al. (2023c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
qNmpa,303.15,0.1999,101.3,1004.19,Singh et al. (2023c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
qNmpa,308.15,0.0998,101.3,998.74,Singh et al. (2023c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
qNmpa,308.15,0.1501,101.3,1000.53,Singh et al. (2023c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
qNmpa,308.15,0.1999,101.3,1002.76,Singh et al. (2023c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
qNmpa,313.15,0.0998,101.3,996.58,Singh et al. (2023c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
qNmpa,313.15,0.1501,101.3,998.62,Singh et al. (2023c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
qNmpa,313.15,0.1999,101.3,1000.25,Singh et al. (2023c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
