setid,"Solvent: MolaLity of 1-octylpyridinium bromide, mol/kg","MolaLity of L-valine, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zBWvl,0.03,0.0451,293.15,100,1000.7,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.0451,298.15,100,999.6,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.0451,303.15,100,998.1,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.06,278.15,100,1003.1,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.06,283.15,100,1002.8,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.06,288.15,100,1002.1,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.06,293.15,100,1001.1,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.06,298.15,100,1000,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.06,303.15,100,998.5,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.0752,278.15,100,1003.5,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.0752,283.15,100,1003.2,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.0752,288.15,100,1002.5,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.0752,293.15,100,1001.5,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.0752,298.15,100,1000.4,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.0752,303.15,100,998.9,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.0901,278.15,100,1003.9,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.0901,283.15,100,1003.6,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.0901,288.15,100,1002.9,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.0901,293.15,100,1001.9,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.0901,298.15,100,1000.8,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.0901,303.15,100,999.3,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1056,278.15,100,1004.4,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1056,283.15,100,1004.1,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1056,288.15,100,1003.4,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1056,293.15,100,1002.3,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1056,298.15,100,1001.2,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1056,303.15,100,999.7,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1204,278.15,100,1004.8,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1204,283.15,100,1004.5,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1204,288.15,100,1003.8,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1204,293.15,100,1002.7,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1204,298.15,100,1001.6,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1204,303.15,100,1000.1,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.136,278.15,100,1005.2,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.136,283.15,100,1004.9,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.136,288.15,100,1004.2,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.136,293.15,100,1003.1,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.136,298.15,100,1002,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.136,303.15,100,1000.5,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1513,278.15,100,1005.6,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1513,283.15,100,1005.3,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1513,288.15,100,1004.6,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1513,293.15,100,1003.6,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1513,298.15,100,1002.4,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.03,0.1513,303.15,100,1000.9,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0,278.15,100,1002.5,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0,283.15,100,1002.2,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0,288.15,100,1001.5,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0,293.15,100,1000.5,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0,298.15,100,999.4,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0,303.15,100,997.8,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0148,278.15,100,1002.9,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0148,283.15,100,1002.6,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0148,298.15,100,999.8,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0148,303.15,100,998.2,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0291,278.15,100,1003.3,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0291,283.15,100,1003,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0291,288.15,100,1002.3,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0291,293.15,100,1001.3,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0291,298.15,100,1000.1,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0291,303.15,100,998.6,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0431,278.15,100,1003.7,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0431,288.15,100,1002.6,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0431,293.15,100,1001.6,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0431,298.15,100,1000.5,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0572,278.15,100,1004,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0572,283.15,100,1003.8,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0572,288.15,100,1003,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0572,293.15,100,1002,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0572,298.15,100,1000.9,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0572,303.15,100,999.3,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0722,278.15,100,1004.5,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0722,283.15,100,1004.1,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0722,288.15,100,1003.4,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0722,293.15,100,1002.4,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0722,298.15,100,1001.3,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0722,303.15,100,999.7,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0871,278.15,100,1004.9,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0871,283.15,100,1004.6,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0871,288.15,100,1003.8,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0871,293.15,100,1002.8,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0871,298.15,100,1001.6,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.0871,303.15,100,1000.1,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1012,278.15,100,1005.2,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1012,283.15,100,1004.9,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1012,288.15,100,1004.2,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
