setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CXQlZ,298.15,0,101,1109.8,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,298.15,0.0132,101,1108.21,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,298.15,0.0294,101,1106.1,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,298.15,0.0484,101,1104.02,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,298.15,0.1028,101,1098.95,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,298.15,0.2101,101,1092.39,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,298.15,0.3094,101,1088.58,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,298.15,0.4202,101,1085.81,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,298.15,0.4947,101,1084.46,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,298.15,0.5992,101,1083.24,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,298.15,0.7117,101,1082.47,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,298.15,0.8143,101,1082.35,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,298.15,0.9126,101,1082.27,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,298.15,1,101,1082,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,308.15,0,101,1102.7,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,308.15,0.0132,101,1101.08,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,308.15,0.0294,101,1099.21,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,308.15,0.0484,101,1097.19,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,308.15,0.1028,101,1092.29,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,308.15,0.2101,101,1085.44,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,308.15,0.3094,101,1081.93,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,308.15,0.4202,101,1079.23,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,308.15,0.4947,101,1078.12,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,308.15,0.5992,101,1077.18,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
CXQlZ,308.15,0.7117,101,1076.69,Kumar et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
