setid,Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Kdagr,0.098,101,298.15,893.9,Rilo et al. (2009),Density,Liquid,AAIsrh,CCO,ethanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Kdagr,0.1998,101,298.15,964.6,Rilo et al. (2009),Density,Liquid,AAIsrh,CCO,ethanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Kdagr,0.3,101,298.15,1011.9,Rilo et al. (2009),Density,Liquid,AAIsrh,CCO,ethanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Kdagr,0.3991,101,298.15,1046.1,Rilo et al. (2009),Density,Liquid,AAIsrh,CCO,ethanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Kdagr,0.5079,101,298.15,1073.7,Rilo et al. (2009),Density,Liquid,AAIsrh,CCO,ethanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Kdagr,0.6123,101,298.15,1095.5,Rilo et al. (2009),Density,Liquid,AAIsrh,CCO,ethanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Kdagr,0.702,101,298.15,1108.8,Rilo et al. (2009),Density,Liquid,AAIsrh,CCO,ethanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Kdagr,0.803,101,298.15,1123.9,Rilo et al. (2009),Density,Liquid,AAIsrh,CCO,ethanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Kdagr,0.9,101,298.15,1134.7,Rilo et al. (2009),Density,Liquid,AAIsrh,CCO,ethanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Kdagr,1,101,298.15,1145.5,Rilo et al. (2009),Density,Liquid,AAIsrh,CCO,ethanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
