setid,Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ngotD,0,288.15,101,1026.95,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0,293.15,101,1023.89,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0,298.15,101,1020.51,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0,303.15,101,1017.68,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0,308.15,101,1014.71,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0,313.15,101,1011.75,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0,318.15,101,1008.72,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0,323.15,101,1005.72,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0,328.15,101,1002.69,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.0082,288.15,101,1029.36,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.0082,293.15,101,1026.23,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.0082,298.15,101,1022.88,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.0082,303.15,101,1020.11,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.0082,308.15,101,1017.08,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.0082,313.15,101,1014.11,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.0082,318.15,101,1011.08,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.0082,323.15,101,1008.1,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.0082,328.15,101,1005.07,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.011,288.15,101,1030.2,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.011,293.15,101,1027.2,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.011,298.15,101,1023.8,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.011,303.15,101,1021,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.011,308.15,101,1018,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.011,313.15,101,1015,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.011,318.15,101,1012,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.011,323.15,101,1008.9,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.011,328.15,101,1005.9,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.014,288.15,101,1031,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.014,293.15,101,1028,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.014,298.15,101,1024.6,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.014,303.15,101,1021.8,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.014,308.15,101,1018.8,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.014,313.15,101,1015.9,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.014,318.15,101,1012.9,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.014,323.15,101,1009.8,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.014,328.15,101,1006.8,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.017,288.15,101,1031.9,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.017,293.15,101,1028.7,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
ngotD,0.017,298.15,101,1025.5,Hong et al. (2013b),Density,Liquid,AADYJk,O,water,AArbTa,CCC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium propanoate,,,
