setid,"Temperature, K","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Solvent: MolaLity of sodium sulfate, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yGzxm,308.15,0.11686,84.5,0.035,1001.29,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
yGzxm,313.15,0,84.5,0.035,996.589,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
yGzxm,313.15,0.00189,84.5,0.035,996.647,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
yGzxm,313.15,0.00256,84.5,0.035,996.67,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
yGzxm,313.15,0.00301,84.5,0.035,996.682,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
yGzxm,313.15,0.00393,84.5,0.035,996.705,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
yGzxm,313.15,0.00453,84.5,0.035,996.726,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
yGzxm,313.15,0.00513,84.5,0.035,996.741,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
yGzxm,313.15,0.00754,84.5,0.035,996.797,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
yGzxm,313.15,0.01218,84.5,0.035,996.912,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
yGzxm,313.15,0.01825,84.5,0.035,997.058,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
yGzxm,313.15,0.02437,84.5,0.035,997.194,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
yGzxm,313.15,0.0312,84.5,0.035,997.352,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
yGzxm,313.15,0.04567,84.5,0.035,997.694,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
yGzxm,313.15,0.06903,84.5,0.035,998.254,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
yGzxm,313.15,0.07763,84.5,0.035,998.455,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
yGzxm,313.15,0.09282,84.5,0.035,998.791,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
yGzxm,313.15,0.11686,84.5,0.035,999.359,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAbQrY,O=S(=O)([O-])[O-].[Na+].[Na+],sodium sulfate,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
