setid,"Solvent: MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Temperature, K","MolaLity of glycylglycine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PUPKo,0.01,303.15,0.3986,100,1017.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.01,303.15,0.5018,100,1023,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.01,303.15,0.603,100,1028.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.01,303.15,0.702,100,1033.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.01,303.15,0.804,100,1039.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.01,303.15,0.895,100,1044,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.01,303.15,0.987,100,1048.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.01,308.15,0,100,994.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.01,308.15,0.0974,100,999.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.01,308.15,0.2007,100,1005.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.01,308.15,0.2998,100,1010.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.01,308.15,0.3986,100,1015.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.01,308.15,0.5018,100,1021.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.01,308.15,0.603,100,1026.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.01,308.15,0.702,100,1032.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.01,308.15,0.804,100,1037.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.01,308.15,0.895,100,1042.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.01,308.15,0.987,100,1047.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,288.15,0,100,1000.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,288.15,0.1008,100,1006.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,288.15,0.1991,100,1011.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,288.15,0.2977,100,1016.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,288.15,0.3985,100,1022.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,288.15,0.5002,100,1028,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,288.15,0.601,100,1033.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,288.15,0.694,100,1038.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,288.15,0.797,100,1044.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,288.15,0.894,100,1049.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,288.15,0.992,100,1055,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,293.15,0,100,999.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,293.15,0.1008,100,1005.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,293.15,0.1991,100,1010.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,293.15,0.2977,100,1016,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,293.15,0.3985,100,1021.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,293.15,0.5002,100,1027.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,293.15,0.601,100,1032.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,293.15,0.694,100,1037.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,293.15,0.797,100,1043.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,293.15,0.894,100,1048.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,293.15,0.992,100,1054.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,298.15,0,100,998.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,298.15,0.1008,100,1004,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,298.15,0.1991,100,1009.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,298.15,0.2977,100,1014.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,298.15,0.3985,100,1020.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,298.15,0.5002,100,1025.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,298.15,0.601,100,1031.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,298.15,0.694,100,1036.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,298.15,0.797,100,1042.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,298.15,0.894,100,1047.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,298.15,0.992,100,1052.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,303.15,0,100,997,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,303.15,0.1008,100,1002.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,303.15,0.1991,100,1007.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,303.15,0.2977,100,1013.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,303.15,0.3985,100,1018.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,303.15,0.5002,100,1024.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
