setid,"Temperature, K",Mole fraction of ethylammonium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UTbUj,293.15,0.85,101,1193.4,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,293.15,0.91,101,1199,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,293.15,0.97,101,1205.7,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,293.15,1,101,1210.2,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,0,101,1115.6,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,0.03,101,1120.5,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,0.09,101,1131.1,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,0.15,101,1140.1,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,0.22,101,1147.7,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,0.28,101,1154.1,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,0.34,101,1159.4,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,0.41,101,1164,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,0.47,101,1167.9,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,0.53,101,1171.5,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,0.59,101,1174.8,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,0.66,101,1178.1,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,0.72,101,1181.7,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,0.78,101,1185.6,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,0.85,101,1190.1,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,0.91,101,1195.4,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,0.97,101,1201.8,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,298.15,1,101,1205.8,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,0,101,1109.1,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,0.03,101,1114.2,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,0.09,101,1125.1,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,0.15,101,1134.4,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,0.22,101,1142.4,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,0.28,101,1149.2,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,0.34,101,1155,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,0.41,101,1159.9,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,0.47,101,1164.2,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,0.53,101,1168.1,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,0.59,101,1171.7,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,0.66,101,1175.2,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,0.72,101,1178.8,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,0.78,101,1182.7,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,0.85,101,1187,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,0.91,101,1191.9,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,0.97,101,1197.7,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,303.15,1,101,1201.3,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,0,101,1106.1,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,0.03,101,1111.1,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,0.09,101,1121.8,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,0.15,101,1131.1,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,0.22,101,1139,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,0.28,101,1145.8,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,0.34,101,1151.6,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,0.41,101,1156.6,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,0.47,101,1160.9,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,0.53,101,1164.8,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,0.59,101,1168.4,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,0.66,101,1171.9,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,0.72,101,1175.4,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,0.78,101,1179.2,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,0.85,101,1183.5,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,0.91,101,1188.3,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,0.97,101,1193.9,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,308.15,1,101,1196.9,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,0,101,1101.4,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,0.03,101,1106.4,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,0.09,101,1117.3,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,0.15,101,1126.7,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,0.22,101,1134.7,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,0.28,101,1141.7,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,0.34,101,1147.7,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,0.41,101,1152.9,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,0.47,101,1157.4,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,0.53,101,1161.4,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,0.59,101,1165.2,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,0.66,101,1168.7,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,0.72,101,1172.3,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,0.78,101,1176.1,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,0.85,101,1180.1,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,0.91,101,1184.7,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,0.97,101,1190.1,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,313.15,1,101,1192.5,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,0,101,1096.7,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,0.03,101,1101.7,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,0.09,101,1112.6,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,0.15,101,1122.2,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,0.22,101,1130.4,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,0.28,101,1137.6,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,0.34,101,1143.8,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,0.41,101,1149.1,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,0.47,101,1153.9,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,0.53,101,1158.1,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,0.59,101,1161.9,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,0.66,101,1165.6,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,0.72,101,1169.2,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,0.78,101,1172.9,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,0.85,101,1176.8,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,0.91,101,1181.1,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,0.97,101,1186,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,318.15,1,101,1188,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
