setid,"Temperature, K",Mole fraction of ethylammonium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UTbUj,293.15,0,101,1120.3,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,293.15,0.03,101,1125.2,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,293.15,0.09,101,1135.7,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,293.15,0.15,101,1144.6,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,293.15,0.22,101,1152,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,293.15,0.28,101,1158.2,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,293.15,0.34,101,1163.3,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,293.15,0.41,101,1167.7,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,293.15,0.47,101,1171.4,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,293.15,0.53,101,1174.8,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,293.15,0.59,101,1178,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,293.15,0.66,101,1181.3,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,293.15,0.72,101,1184.8,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
UTbUj,293.15,0.78,101,1188.8,Zarrougui et al. (2010b),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
