setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vWAbu,293.15,0,101,993.33,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,293.15,0.0595,101,1035.38,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,293.15,0.1226,101,1070.14,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,293.15,0.2293,101,1112.64,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,293.15,0.3444,101,1145.63,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,293.15,0.4484,101,1168.85,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,293.15,0.5776,101,1192.05,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,293.15,0.6461,101,1202.18,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,293.15,0.7345,101,1213.74,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,293.15,0.8322,101,1224.67,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,293.15,0.9182,101,1233.21,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,293.15,1,101,1240.32,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,298.15,0,101,987.94,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,298.15,0.0595,101,1030.59,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,298.15,0.1226,101,1065.71,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,298.15,0.2293,101,1108.56,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,298.15,0.3444,101,1141.75,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,298.15,0.4484,101,1165.11,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,298.15,0.5776,101,1188.41,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,298.15,0.6461,101,1198.58,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,298.15,0.7345,101,1210.19,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,298.15,0.8322,101,1221.16,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,298.15,0.9182,101,1229.74,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,298.15,1,101,1236.89,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,303.15,0,101,982.54,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,303.15,0.0595,101,1025.79,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,303.15,0.1226,101,1061.29,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,303.15,0.2293,101,1104.48,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,303.15,0.3444,101,1137.88,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,303.15,0.4484,101,1161.37,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,303.15,0.5776,101,1184.79,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,303.15,0.6461,101,1195,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,303.15,0.7345,101,1206.66,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,303.15,0.8322,101,1217.68,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,303.15,0.9182,101,1226.29,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,303.15,1,101,1233.46,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,308.15,0,101,977.14,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
vWAbu,308.15,0.0595,101,1021,Singh et al. (2014c),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
