setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MMvbC,298.15,0,100,1039.4,Sunkara et al. (2015),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
MMvbC,298.15,0.1046,100,1070,Sunkara et al. (2015),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
MMvbC,298.15,0.2035,100,1093.1,Sunkara et al. (2015),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
MMvbC,298.15,0.3042,100,1113.5,Sunkara et al. (2015),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
MMvbC,298.15,0.406,100,1131,Sunkara et al. (2015),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
MMvbC,298.15,0.4945,100,1144.2,Sunkara et al. (2015),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
MMvbC,298.15,0.607,100,1159.22,Sunkara et al. (2015),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
MMvbC,298.15,0.697,100,1170.1,Sunkara et al. (2015),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
MMvbC,298.15,0.7828,100,1179.78,Sunkara et al. (2015),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
MMvbC,298.15,0.9104,100,1191.59,Sunkara et al. (2015),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
MMvbC,298.15,1,100,1198.78,Sunkara et al. (2015),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
MMvbC,303.15,0,100,1035,Sunkara et al. (2015),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
MMvbC,303.15,0.1046,100,1065.8,Sunkara et al. (2015),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
MMvbC,303.15,0.2035,100,1089,Sunkara et al. (2015),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
MMvbC,303.15,0.3042,100,1109.5,Sunkara et al. (2015),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
