setid,"Temperature, K",Mole fraction of 1-dodecyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LTnKQ,308,0.000302,101,993.979,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,308,0.000319,101,993.993,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,308,0.000341,101,993.986,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,308,0.000384,101,993.958,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,308,0.000407,101,993.935,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,308,0.000428,101,993.939,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,0,101,992.27,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,2.7e-05,101,992.261,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,3e-05,101,992.046,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,7.4e-05,101,992.253,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,9.4e-05,101,992.137,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,0.000109,101,992.207,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,0.000129,101,992.221,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,0.000145,101,992.226,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,0.000163,101,992.224,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,0.000181,101,992.217,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,0.000208,101,992.206,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,0.000234,101,992.203,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,0.000248,101,992.194,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,0.000273,101,992.178,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,0.000286,101,992.177,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,0.000302,101,992.159,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,0.000319,101,992.158,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,0.000341,101,992.147,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,0.000384,101,992.121,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,0.000407,101,992.068,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
LTnKQ,313,0.000428,101,992.103,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,
