setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium dimethylphosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XQkIB,293.15,0.202,101,998.79,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,293.15,0.402,101,1098.9,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,293.15,0.602,101,1158.2,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,293.15,0.801,101,1196.1,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,298.15,0.202,101,995.02,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,298.15,0.402,101,1095.3,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,298.15,0.602,101,1154.7,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,298.15,0.801,101,1192.7,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,303.15,0.202,101,991.24,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,303.15,0.402,101,1091.7,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,303.15,0.602,101,1151.2,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,303.15,0.801,101,1189.2,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,308.15,0.202,101,987.46,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,308.15,0.402,101,1088.11,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,308.15,0.602,101,1147.71,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,308.15,0.801,101,1185.8,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,313.15,0.202,101,983.69,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,313.15,0.402,101,1084.53,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,313.15,0.602,101,1144.23,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,313.15,0.801,101,1182.4,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,318.15,0.202,101,979.9,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,318.15,0.402,101,1080.96,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,318.15,0.602,101,1140.77,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,318.15,0.801,101,1179,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,323.15,0.202,101,976.12,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
