setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium dimethylphosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XQkIB,323.15,0.402,101,1077.39,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,323.15,0.602,101,1137.32,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,323.15,0.801,101,1175.6,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,328.15,0.202,101,972.34,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,328.15,0.402,101,1073.83,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,328.15,0.602,101,1133.88,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,328.15,0.801,101,1172.3,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,333.15,0.202,101,968.55,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,333.15,0.402,101,1070.27,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,333.15,0.602,101,1130.46,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
XQkIB,333.15,0.801,101,1168.9,Gong et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
