setid,"Temperature, K","Mole fraction of 1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UBXcH,303.15,0.8013,100,1397,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,303.15,0.8986,100,1406,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,303.15,1,100,1415,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,308.15,0,100,1114.8,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,308.15,0.0532,100,1168.3,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,308.15,0.1004,100,1204.9,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,308.15,0.1504,100,1236.1,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,308.15,0.1999,100,1261,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,308.15,0.2988,100,1300,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,308.15,0.4006,100,1329,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,308.15,0.5005,100,1350,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,308.15,0.5999,100,1367,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,308.15,0.7,100,1381,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,308.15,0.8013,100,1392,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,308.15,0.8986,100,1402,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,308.15,1,100,1410,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,313.15,0,100,1109.9,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,313.15,0.0532,100,1163.4,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,313.15,0.1004,100,1200.1,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,313.15,0.1504,100,1231.2,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,313.15,0.1999,100,1256,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,313.15,0.2988,100,1295,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,313.15,0.4006,100,1324,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,313.15,0.5005,100,1345,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,313.15,0.5999,100,1362,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,313.15,0.7,100,1376,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,313.15,0.8013,100,1388,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,313.15,0.8986,100,1397,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,313.15,1,100,1405,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,318.15,0,100,1105,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,318.15,0.0532,100,1158.6,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,318.15,0.1004,100,1195.2,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,318.15,0.1504,100,1226.4,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,318.15,0.1999,100,1252,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,318.15,0.2988,100,1290,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,318.15,0.4006,100,1319,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,318.15,0.5005,100,1341,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,318.15,0.5999,100,1358,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
UBXcH,318.15,0.7,100,1371,Papovic et al. (2016a),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,
