setid,Mole fraction of nonane,"Mole fraction of 1,3-dimethylbenzene","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wjVTh,0.0667,0.4458,298.15,1122.5,Maduro and Aznar (2010),Density,Liquid mixture 1,Liquid mixture 2,,8,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",AAYikW,CCCCCCCCC,nonane
wjVTh,0.1154,0.8795,298.15,835.816,Maduro and Aznar (2010),Density,Liquid mixture 1,Liquid mixture 2,,8,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",AAYikW,CCCCCCCCC,nonane
wjVTh,0.1255,0.8708,298.15,834.3,Maduro and Aznar (2010),Density,Liquid mixture 1,Liquid mixture 2,,8,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",AAYikW,CCCCCCCCC,nonane
wjVTh,0.3068,0.6895,298.15,802.126,Maduro and Aznar (2010),Density,Liquid mixture 1,Liquid mixture 2,,8,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",AAYikW,CCCCCCCCC,nonane
wjVTh,0.3218,0.6712,298.15,799.646,Maduro and Aznar (2010),Density,Liquid mixture 1,Liquid mixture 2,,8,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",AAYikW,CCCCCCCCC,nonane
wjVTh,0.518,0.4671,298.15,769.3,Maduro and Aznar (2010),Density,Liquid mixture 1,Liquid mixture 2,,8,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",AAYikW,CCCCCCCCC,nonane
wjVTh,0.6577,0.3189,298.15,750.5,Maduro and Aznar (2010),Density,Liquid mixture 1,Liquid mixture 2,,8,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",AAYikW,CCCCCCCCC,nonane
wjVTh,0.8197,0.1456,298.15,729.69,Maduro and Aznar (2010),Density,Liquid mixture 1,Liquid mixture 2,,8,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",AAYikW,CCCCCCCCC,nonane
