setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OHCYH,298.15,0.3,101,1135.1,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,298.15,0.4,101,1149.7,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,298.15,0.5,101,1168,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,298.15,0.6,101,1188,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,298.15,0.7,101,1201,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,298.15,0.8,101,1215,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,303.15,0.3,101,1131.6,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,303.15,0.4,101,1146.3,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,303.15,0.5,101,1165,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,303.15,0.6,101,1185,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,303.15,0.7,101,1198,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,303.15,0.8,101,1211,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,308.15,0.3,101,1128,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,308.15,0.4,101,1143.1,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,308.15,0.5,101,1161,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,308.15,0.6,101,1182,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
