setid,"Temperature, K","MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mNUVT,288.15,0.01,101.3,999.6,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,288.15,0.03,101.3,1000.56,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,288.15,0.05,101.3,1001.52,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,288.15,0.05,101.3,1001.52,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,288.15,0.07,101.3,1002.48,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,293.15,0.01,101.3,998.68,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,293.15,0.03,101.3,999.62,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,293.15,0.05,101.3,1000.56,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,293.15,0.05,101.3,1000.56,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,293.15,0.07,101.3,1001.5,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,293.15,0.07,101.3,1001.5,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,298.15,0.01,101.3,997.51,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,298.15,0.01,101.3,997.512,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,298.15,0.03,101.3,998.43,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,298.15,0.03,101.3,998.432,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,298.15,0.05,101.3,999.352,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,298.15,0.07,101.3,1000.27,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,298.15,0.07,101.3,1000.27,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,303.15,0.01,101.3,996.11,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,303.15,0.03,101.3,997.01,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,303.15,0.05,101.3,997.906,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,303.15,0.05,101.3,997.91,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,303.15,0.07,101.3,998.81,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,308.15,0.01,101.3,994.5,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,308.15,0.03,101.3,995.4,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,308.15,0.05,101.3,996.297,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,308.15,0.05,101.3,996.3,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
mNUVT,308.15,0.07,101.3,997.2,Kumar and Sharma (2020),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water,,,
