setid,"MolaLity of tetrapropylammonium bromide, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vJuPW,0.01306,101,298.15,944.66,Zhao et al. (2003b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
vJuPW,0.02436,101,298.15,945.25,Zhao et al. (2003b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
vJuPW,0.0394,101,298.15,946.03,Zhao et al. (2003b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
vJuPW,0.0485,101,298.15,946.49,Zhao et al. (2003b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
vJuPW,0.0798,101,298.15,948.04,Zhao et al. (2003b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
vJuPW,0.09928,101,298.15,948.99,Zhao et al. (2003b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
