setid,"Temperature, K",Weight fraction of N-methyldiethanolamine,Weight fraction of 2-hydroxy-N-(2-hydroxyethyl)-N-methylethanaminium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sdxHO,303.15,0.3001,0.3002,101,1081.6,Zhao et al. (2010a),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAdwMT,C[NH+](CCO)CCO.[Cl-],2-hydroxy-N-(2-hydroxyethyl)-N-methylethanaminium chloride
sdxHO,313.15,0.3001,0.3002,101,1075.6,Zhao et al. (2010a),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAdwMT,C[NH+](CCO)CCO.[Cl-],2-hydroxy-N-(2-hydroxyethyl)-N-methylethanaminium chloride
sdxHO,323.15,0.3001,0.3002,101,1069.5,Zhao et al. (2010a),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAdwMT,C[NH+](CCO)CCO.[Cl-],2-hydroxy-N-(2-hydroxyethyl)-N-methylethanaminium chloride
sdxHO,333.15,0.3001,0.3002,101,1063.1,Zhao et al. (2010a),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAdwMT,C[NH+](CCO)CCO.[Cl-],2-hydroxy-N-(2-hydroxyethyl)-N-methylethanaminium chloride
sdxHO,343.15,0.3001,0.3002,101,1056.5,Zhao et al. (2010a),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAdwMT,C[NH+](CCO)CCO.[Cl-],2-hydroxy-N-(2-hydroxyethyl)-N-methylethanaminium chloride
