setid,Mole fraction of choline lactate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Yxonj,0.1002,343.15,101,1062.2,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.1002,348.15,101,1058.9,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.1002,353.15,101,1055.6,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.2007,293.15,101,1121.8,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.2007,298.15,101,1118.4,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.2007,303.15,101,1115.2,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.2007,308.15,101,1111.9,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.2007,313.15,101,1108.7,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.2007,318.15,101,1105.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.2007,323.15,101,1102.2,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.2007,328.15,101,1099,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.2007,333.15,101,1095.6,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.2007,338.15,101,1092.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.2007,343.15,101,1089.1,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.2007,348.15,101,1085.7,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.2007,353.15,101,1082.4,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.299,293.15,101,1133.1,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.299,298.15,101,1129.7,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.299,303.15,101,1126.4,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.299,308.15,101,1123.1,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.299,313.15,101,1119.8,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.299,318.15,101,1116.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.299,323.15,101,1113.3,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.299,328.15,101,1110,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.299,333.15,101,1106.7,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.299,338.15,101,1103.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.299,343.15,101,1100.2,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.299,348.15,101,1096.9,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.299,353.15,101,1093.7,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4142,293.15,101,1138.8,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4142,298.15,101,1135.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4142,303.15,101,1132.2,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4142,308.15,101,1129,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4142,313.15,101,1125.8,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4142,318.15,101,1122.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4142,323.15,101,1119.3,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4142,328.15,101,1116.1,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4142,333.15,101,1112.9,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4142,338.15,101,1109.6,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4142,343.15,101,1106.4,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4142,348.15,101,1103.3,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4142,353.15,101,1100.1,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4974,293.15,101,1140.9,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4974,298.15,101,1137.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4974,303.15,101,1134.3,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4974,308.15,101,1131.1,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4974,313.15,101,1127.9,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4974,318.15,101,1124.7,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4974,323.15,101,1121.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4974,328.15,101,1118.4,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4974,333.15,101,1115.2,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4974,338.15,101,1112,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4974,343.15,101,1108.9,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4974,348.15,101,1105.7,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.4974,353.15,101,1102.6,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.5962,293.15,101,1142.9,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.5962,298.15,101,1139.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.5962,303.15,101,1136.3,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.5962,308.15,101,1133.1,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.5962,313.15,101,1130,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.5962,318.15,101,1126.8,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.5962,323.15,101,1123.7,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.5962,328.15,101,1120.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.5962,333.15,101,1117.4,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.5962,338.15,101,1114.2,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.5962,343.15,101,1111.1,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.5962,348.15,101,1108,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.5962,353.15,101,1104.9,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.6992,293.15,101,1144.1,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.6992,298.15,101,1140.7,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.6992,303.15,101,1137.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.6992,308.15,101,1134.3,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.6992,313.15,101,1131.2,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.6992,318.15,101,1128.1,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.6992,323.15,101,1124.9,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.6992,328.15,101,1121.8,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.6992,333.15,101,1118.7,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.6992,338.15,101,1115.6,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.6992,343.15,101,1112.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.6992,348.15,101,1109.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.6992,353.15,101,1106.4,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.7952,293.15,101,1144.9,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.7952,298.15,101,1141.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.7952,303.15,101,1138.2,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.7952,308.15,101,1135,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.7952,313.15,101,1131.9,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.7952,318.15,101,1128.8,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.7952,323.15,101,1125.7,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.7952,328.15,101,1122.6,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.7952,333.15,101,1119.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.7952,338.15,101,1116.4,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.7952,343.15,101,1113.3,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.7952,348.15,101,1110.3,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.7952,353.15,101,1107.3,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.9008,293.15,101,1145.7,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.9008,298.15,101,1142.2,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.9008,303.15,101,1139,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.9008,308.15,101,1135.7,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.9008,313.15,101,1132.6,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.9008,318.15,101,1129.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.9008,323.15,101,1126.4,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.9008,328.15,101,1123.3,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.9008,333.15,101,1120.2,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.9008,338.15,101,1117.2,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.9008,343.15,101,1114.1,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.9008,348.15,101,1111.1,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,0.9008,353.15,101,1108.1,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,1,293.15,101,1145.6,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,1,298.15,101,1142.3,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,1,303.15,101,1139,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,1,308.15,101,1135.8,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,1,313.15,101,1132.7,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,1,318.15,101,1129.6,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,1,323.15,101,1126.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,1,328.15,101,1123.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,1,333.15,101,1120.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,1,338.15,101,1117.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,1,343.15,101,1114.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,1,348.15,101,1111.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
Yxonj,1,353.15,101,1108.5,Francisco et al. (2013),Density,Liquid,AADYJk,O,water,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
