setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CezTb,288.15,0,101,807.55,Castro et al. (2016a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CezTb,288.15,0.1017,101,869.4,Castro et al. (2016a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CezTb,288.15,0.2004,101,915.48,Castro et al. (2016a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CezTb,288.15,0.3001,101,953.82,Castro et al. (2016a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CezTb,288.15,0.3998,101,986.05,Castro et al. (2016a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CezTb,288.15,0.4997,101,1013.52,Castro et al. (2016a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CezTb,288.15,0.5996,101,1037.16,Castro et al. (2016a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CezTb,288.15,0.6998,101,1057.65,Castro et al. (2016a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CezTb,288.15,0.8002,101,1075.6,Castro et al. (2016a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CezTb,288.15,0.8991,101,1091,Castro et al. (2016a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CezTb,288.15,1,101,1105.2,Castro et al. (2016a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
CezTb,298.15,0,101,799.56,Castro et al. (2016a),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
