setid,"Temperature, K","MolaLity of sodium dodecyl sulfate, mol/kg","Pressure, kPa","Solvent: MolaLity of 2-aminoacetic acid, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lILnZ,288.15,0,86,0.7,1020.8,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,288.15,0.00095,86,0.7,1020.9,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,288.15,0.00164,86,0.7,1020.9,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,288.15,0.00294,86,0.7,1021,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,288.15,0.00492,86,0.7,1021.1,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,288.15,0.00577,86,0.7,1021.1,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,288.15,0.00701,86,0.7,1021.2,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,288.15,0.00797,86,0.7,1021.2,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,288.15,0.01003,86,0.7,1021.3,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,288.15,0.01386,86,0.7,1021.4,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,288.15,0.02493,86,0.7,1021.9,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,288.15,0.03495,86,0.7,1022.2,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,288.15,0.04775,86,0.7,1022.7,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,288.15,0.08083,86,0.7,1023.8,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,293.15,0,86,0.7,1019.7,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,293.15,0.00095,86,0.7,1019.7,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,293.15,0.00164,86,0.7,1019.8,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,293.15,0.00294,86,0.7,1019.8,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,293.15,0.00492,86,0.7,1019.9,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,293.15,0.00577,86,0.7,1020,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,293.15,0.00701,86,0.7,1020,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,293.15,0.00797,86,0.7,1020.1,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,293.15,0.01003,86,0.7,1020.1,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,293.15,0.01386,86,0.7,1020.3,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,293.15,0.02493,86,0.7,1020.7,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,293.15,0.03495,86,0.7,1021,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,293.15,0.04775,86,0.7,1021.4,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,293.15,0.08083,86,0.7,1022.6,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,298.15,0,86,0.7,1018.3,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,298.15,0.00095,86,0.7,1018.4,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,298.15,0.00164,86,0.7,1018.4,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,298.15,0.00294,86,0.7,1018.5,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,298.15,0.00492,86,0.7,1018.5,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,298.15,0.00577,86,0.7,1018.6,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,298.15,0.00701,86,0.7,1018.6,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,298.15,0.00797,86,0.7,1018.7,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,298.15,0.01003,86,0.7,1018.7,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,298.15,0.01386,86,0.7,1018.9,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,298.15,0.02493,86,0.7,1019.2,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,298.15,0.03495,86,0.7,1019.6,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,298.15,0.04775,86,0.7,1020,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,298.15,0.08083,86,0.7,1021.1,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,303.15,0,86,0.7,1016.7,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,303.15,0.00095,86,0.7,1016.8,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,303.15,0.00164,86,0.7,1016.8,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,303.15,0.00294,86,0.7,1016.9,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,303.15,0.00492,86,0.7,1017,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,303.15,0.00577,86,0.7,1017,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,303.15,0.00701,86,0.7,1017,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,303.15,0.00797,86,0.7,1017.1,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,303.15,0.01003,86,0.7,1017.1,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,303.15,0.01386,86,0.7,1017.3,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,303.15,0.02493,86,0.7,1017.6,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,303.15,0.03495,86,0.7,1018,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,303.15,0.04775,86,0.7,1018.4,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,303.15,0.08083,86,0.7,1019.4,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,308.15,0,86,0.7,1014.9,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,308.15,0.00095,86,0.7,1015,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
