setid,Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XijIQ,0,101.3,298.15,815,Domanska and Laskowska (2008),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XijIQ,0.0322,101.3,298.15,835.43,Domanska and Laskowska (2008),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XijIQ,0.08,101.3,298.15,870.61,Domanska and Laskowska (2008),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XijIQ,0.1534,101.3,298.15,905.64,Domanska and Laskowska (2008),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XijIQ,0.2414,101.3,298.15,951.93,Domanska and Laskowska (2008),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XijIQ,0.3193,101.3,298.15,990.08,Domanska and Laskowska (2008),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XijIQ,0.4177,101.3,298.15,1035.05,Domanska and Laskowska (2008),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XijIQ,0.5486,101.3,298.15,1088.97,Domanska and Laskowska (2008),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XijIQ,0.6037,101.3,298.15,1111.78,Domanska and Laskowska (2008),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XijIQ,0.67,101.3,298.15,1135.31,Domanska and Laskowska (2008),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XijIQ,0.7398,101.3,298.15,1158.81,Domanska and Laskowska (2008),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XijIQ,0.8614,101.3,298.15,1198.2,Domanska and Laskowska (2008),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XijIQ,0.9612,101.3,298.15,1227.5,Domanska and Laskowska (2008),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XijIQ,1,101.3,298.15,1238,Domanska and Laskowska (2008),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
