setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium octyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dGXQD,308.15,0.0012,101,1102.5,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.0017,101,1102.4,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.002,101,1102.3,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.0038,101,1101.7,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.007,101,1100.7,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.0119,101,1099.2,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.0174,101,1097.7,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.0258,101,1095.5,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.0508,101,1089.8,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.19,101,1072.9,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.301,101,1067.3,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.3712,101,1065.3,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.4591,101,1063.6,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.5435,101,1062.7,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.6225,101,1062.1,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.7366,101,1061.5,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.8073,101,1061.3,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.9007,101,1061.2,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,1,101,1061,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0,101,1095.6,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.0003,101,1095.5,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.0008,101,1095.3,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.0012,101,1095.2,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.0017,101,1095.1,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.002,101,1095,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.0038,101,1094.4,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.007,101,1093.4,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.0119,101,1092,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.0174,101,1090.5,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.0258,101,1088.2,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.0508,101,1082.6,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.19,101,1065.9,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.301,101,1060.4,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.3712,101,1058.4,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.4591,101,1056.8,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.5435,101,1055.9,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.6225,101,1055.4,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.7366,101,1054.9,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.8073,101,1054.8,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,0.9007,101,1054.6,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,318.15,1,101,1054.5,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
