setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium octyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dGXQD,298.15,0,101,1110,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.0003,101,1109.9,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.0008,101,1109.8,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.0012,101,1109.6,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.0017,101,1109.5,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.002,101,1109.4,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.0038,101,1108.8,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.007,101,1107.8,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.0119,101,1106.3,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.0174,101,1104.7,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.0258,101,1102.5,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.0508,101,1096.8,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.19,101,1079.9,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.301,101,1074.2,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.3712,101,1072.2,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.4591,101,1070.5,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.5435,101,1069.4,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.6225,101,1068.7,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.7366,101,1068.2,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.8073,101,1067.9,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,0.9007,101,1067.7,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,298.15,1,101,1067.6,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0,101,1102.9,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.0003,101,1102.8,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
dGXQD,308.15,0.0008,101,1102.6,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,
