setid,"Solvent: MolaLity of dodecyltrimethylammonium bromide, mol/kg","MolaLity of propan-1-ol, mol/kg","Pressure, kPa","Temperature, K","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LzECu,0.00982,0.0502,101,298,-0.505,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.00982,0.122,101,298,-1.225,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.00982,0.1704,101,298,-1.7,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.00982,0.2354,101,298,-2.32,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.00982,0.2795,101,298,-2.75,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.02882,0.05939,101,298,-0.614,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.02882,0.1322,101,298,-1.35,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.02882,0.2215,101,298,-2.232,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.02882,0.3665,101,298,-3.614,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.02882,0.455,101,298,-4.431,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.02882,0.5605,101,298,-5.366,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.08226,0.06899,101,298,-0.731,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.08226,0.1525,101,298,-1.592,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.08226,0.316,101,298,-3.24,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.08226,0.4792,101,298,-4.805,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.08226,0.8879,101,298,-8.429,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1076,0.06357,101,298,-0.684,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1076,0.137,101,298,-1.46,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1076,0.202,101,298,-3.134,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1076,0.3238,101,298,-3.372,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1076,0.4264,101,298,-4.365,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1076,0.5498,101,298,-5.531,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1087,0.05035,101,298,-0.545,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1087,0.1371,101,298,-1.455,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1087,0.224,101,298,-2.359,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1087,0.3222,101,298,-3.361,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1087,0.4485,101,298,-4.567,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1087,0.5441,101,298,-5.463,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1272,0.1484,101,298,-1.586,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1272,0.2172,101,298,-2.312,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1272,0.337,101,298,-3.52,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1272,0.4255,101,298,-4.395,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
