setid,"Solvent: MolaLity of dodecyltrimethylammonium bromide, mol/kg","MolaLity of propan-1-ol, mol/kg","Pressure, kPa","Temperature, K","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LzECu,0.1272,0.5481,101,298,-5.572,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1448,0.0503,101,298,-0.547,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1448,0.1296,101,298,-1.392,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1448,0.2058,101,298,-2.2,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1448,0.3032,101,298,-3.197,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1448,0.4158,101,298,-4.316,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1448,0.5238,101,298,-5.361,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1972,0.05312,101,298,-0.593,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1972,0.1385,101,298,-1.526,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1972,0.2049,101,298,-2.237,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1972,0.3318,101,298,-3.559,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1972,0.4359,101,298,-4.615,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.1972,0.5288,101,298,-5.532,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.2477,0.1392,101,298,-1.555,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.2477,0.214,101,298,-2.361,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.2477,0.3201,101,298,-3.48,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.2477,0.4318,101,298,-4.621,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.2477,0.5337,101,298,-5.634,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.3046,0.06996,101,298,-0.802,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.3046,0.1592,101,298,-1.798,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.3046,0.2634,101,298,-2.949,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.3046,0.3953,101,298,-4.344,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.3046,0.5134,101,298,-5.549,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.3046,0.6464,101,298,-6.878,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.3734,0.1489,101,298,-1.72,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.3734,0.2744,101,298,-3.121,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.3734,0.3502,101,298,-3.951,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.3734,0.4727,101,298,-5.241,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.3734,0.6318,101,298,-6.875,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.475,0.05636,101,298,-0.669,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.475,0.1434,101,298,-1.687,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.475,0.2255,101,298,-2.63,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.475,0.3221,101,298,-3.711,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.475,0.4248,101,298,-4.836,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.475,0.5515,101,298,-6.182,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.6023,0.06693,101,298,-0.814,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.6023,0.2408,101,298,-2.884,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.6023,0.2922,101,298,-3.477,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.6023,0.4899,101,298,-5.687,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.7405,0.05369,101,298,-0.67,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.7405,0.1281,101,298,-1.589,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.7405,0.2,101,298,-2.455,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.7405,0.292,101,298,-3.522,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.7405,0.3865,101,298,-4.62,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.7405,0.5362,101,298,-6.32,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.9527,0.1268,101,298,-1.626,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.9527,0.2063,101,298,-2.622,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.9527,0.3147,101,298,-3.941,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.9527,0.3828,101,298,-4.762,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
LzECu,0.9527,0.5758,101,298,-7.017,De Lisi et al. (1990c),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
