setid,"Temperature, K","MolaLity of 1-methyl-3-octyl-1H-imidazolium thiocyanate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LYUil,293.15,0,101,949.1,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,293.15,0.0629,101,951.1,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,293.15,0.1071,101,952.3,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,293.15,0.2028,101,954.7,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,293.15,0.2995,101,956.5,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,293.15,0.4098,101,958.6,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,293.15,0.5076,101,960.5,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,303.15,0,101,939.4,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,303.15,0.0629,101,941.6,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,303.15,0.1071,101,942.6,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,303.15,0.2028,101,945.1,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,303.15,0.2995,101,947,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,303.15,0.4098,101,949.5,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,303.15,0.5076,101,951.2,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,313.15,0,101,929.8,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,313.15,0.0629,101,932,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,313.15,0.1071,101,933.1,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,313.15,0.2028,101,935.5,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,313.15,0.2995,101,937.9,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,313.15,0.4098,101,940.3,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,313.15,0.5076,101,942.2,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,323.15,0,101,919.9,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
