setid,"Temperature, K","MolaLity of 1-methyl-3-octyl-1H-imidazolium thiocyanate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LYUil,323.15,0.0629,101,922.3,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,323.15,0.1071,101,923.6,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,323.15,0.2028,101,926,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,323.15,0.2995,101,928.5,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,323.15,0.4098,101,930.9,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,323.15,0.5076,101,933,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,333.15,0,101,910,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,333.15,0.0629,101,912.7,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,333.15,0.1071,101,914,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,333.15,0.2028,101,916.6,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,333.15,0.2995,101,919.2,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,333.15,0.4098,101,921.8,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,333.15,0.5076,101,923.8,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,343.15,0,101,900.2,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,343.15,0.0629,101,902.9,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,343.15,0.1071,101,904.4,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,343.15,0.2028,101,907.1,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,343.15,0.2995,101,909.7,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,343.15,0.4098,101,912.3,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,343.15,0.5076,101,914.5,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,353.15,0,101,890.4,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,353.15,0.0629,101,893.2,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,353.15,0.1071,101,894.6,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,353.15,0.2028,101,897.4,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,353.15,0.2995,101,900.2,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,353.15,0.4098,101,902.9,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,353.15,0.5076,101,905.6,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,363.15,0,101,881,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,363.15,0.0629,101,883.6,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,363.15,0.1071,101,885,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,363.15,0.2028,101,887.8,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,363.15,0.2995,101,890.9,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,363.15,0.4098,101,893.8,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
LYUil,363.15,0.5076,101,896.2,Losetty et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AAOCWD,CN(C)C=O,dimethylformamide,,,
