setid,"Solvent: MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","MolaLity of L-leucine, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Wcsnq,0.04,0.0701,293.15,100,1001,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.0701,298.15,100,999.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.0701,303.15,100,998.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.0701,308.15,100,996.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.09919,288.15,100,1002.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.09919,293.15,100,1001.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.09919,298.15,100,1000.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.09919,303.15,100,999,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.09919,308.15,100,997.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.15124,288.15,100,1004,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.15124,293.15,100,1002.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.15124,298.15,100,1001.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.15124,303.15,100,1000.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.15124,308.15,100,998.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.19814,288.15,100,1005.1,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.19814,293.15,100,1004,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.19814,298.15,100,1002.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.19814,303.15,100,1001.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.19814,308.15,100,999.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.23544,288.15,100,1006,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.23544,293.15,100,1004.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.23544,298.15,100,1003.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.23544,303.15,100,1002.1,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.23544,308.15,100,1000.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.29528,288.15,100,1007.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.29528,293.15,100,1006.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.29528,298.15,100,1005,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.29528,303.15,100,1003.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.29528,308.15,100,1001.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.34503,288.15,100,1008.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.34503,293.15,100,1007.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.34503,298.15,100,1006.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.34503,303.15,100,1004.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.04,0.34503,308.15,100,1002.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0,288.15,100,1001.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0,293.15,100,1000,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0,298.15,100,998.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0,303.15,100,997.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0,308.15,100,995.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.01007,288.15,100,1001.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.01007,293.15,100,1000.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.01007,298.15,100,999,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.01007,303.15,100,997.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.01007,308.15,100,995.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.03043,288.15,100,1001.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.03043,293.15,100,1000.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.03043,298.15,100,999.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.03043,303.15,100,998,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.03043,308.15,100,996.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.04976,288.15,100,1002.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.04976,293.15,100,1001.1,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.04976,298.15,100,999.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.04976,303.15,100,998.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.04976,308.15,100,996.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.06916,288.15,100,1002.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.06916,293.15,100,1001.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.06916,298.15,100,1000.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.06916,303.15,100,998.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.06916,308.15,100,997.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.09974,288.15,100,1003.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.09974,293.15,100,1002.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.09974,298.15,100,1001,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.09974,303.15,100,999.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.09974,308.15,100,997.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.15028,288.15,100,1004.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.15028,293.15,100,1003.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.15028,298.15,100,1002.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.15028,303.15,100,1000.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.15028,308.15,100,999,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.20005,288.15,100,1005.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.20005,293.15,100,1004.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.20005,298.15,100,1003.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.20005,303.15,100,1001.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.20005,308.15,100,1000.1,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.25004,288.15,100,1007,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.25004,293.15,100,1005.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.25004,298.15,100,1004.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.25004,303.15,100,1003,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.25004,308.15,100,1001.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.29476,288.15,100,1008,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.29476,293.15,100,1006.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.29476,298.15,100,1005.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.29476,303.15,100,1004,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.29476,308.15,100,1002.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.34747,288.15,100,1009.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.34747,293.15,100,1008,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.34747,298.15,100,1006.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.34747,303.15,100,1005.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.06,0.34747,308.15,100,1003.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
