setid,"Temperature, K","MolaLity of N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
IXFpp,298.15,0,100,936.285,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,298.15,0.0104,100,937.856,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,298.15,0.0157,100,938.642,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,298.15,0.0223,100,939.612,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,298.15,0.0359,100,941.623,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,298.15,0.0522,100,944.005,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,298.15,0.0592,100,945.009,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,298.15,0.0859,100,948.84,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,298.15,0.1077,100,951.928,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,298.15,0.129,100,954.888,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,298.15,0.1631,100,959.56,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,303.15,0,100,931.674,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,303.15,0.0104,100,933.244,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,303.15,0.0157,100,934.03,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,303.15,0.0223,100,934.999,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,303.15,0.0359,100,937.011,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,303.15,0.0522,100,939.393,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,303.15,0.0592,100,940.398,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,303.15,0.0859,100,944.222,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,303.15,0.1077,100,947.31,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,303.15,0.129,100,950.279,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,303.15,0.1631,100,954.968,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,308.15,0,100,927.048,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,308.15,0.0104,100,928.618,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,308.15,0.0157,100,929.404,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,308.15,0.0223,100,930.375,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,308.15,0.0359,100,932.386,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,308.15,0.0522,100,934.768,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,308.15,0.0592,100,935.771,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,308.15,0.0859,100,939.606,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,308.15,0.1077,100,942.694,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,308.15,0.129,100,945.663,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,308.15,0.1631,100,950.351,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,313.15,0,100,922.412,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,313.15,0.0104,100,923.984,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,313.15,0.0157,100,924.771,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,313.15,0.0223,100,925.742,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,313.15,0.0359,100,927.757,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,313.15,0.0522,100,930.146,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,313.15,0.0592,100,931.152,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,313.15,0.0859,100,934.983,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,313.15,0.1077,100,938.071,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,313.15,0.129,100,941.039,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,313.15,0.1631,100,945.728,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,318.15,0,100,917.782,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,318.15,0.0104,100,919.355,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,318.15,0.0157,100,920.142,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,318.15,0.0223,100,921.113,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,318.15,0.0359,100,923.131,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,318.15,0.0522,100,925.52,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
IXFpp,318.15,0.0592,100,926.524,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
