setid,"Temperature, K",Mole fraction of 1-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RMPrx,293.15,0.0495,101,823.45,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,293.15,0.0964,101,851.37,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,293.15,0.2004,101,902.14,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,293.15,0.2986,101,940.21,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,293.15,0.401,101,972.28,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,293.15,0.4973,101,997.47,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,293.15,0.6499,101,1029.38,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,293.15,0.8003,101,1053.98,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,293.15,0.8941,101,1066.93,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,298.15,0.0495,101,819.02,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,298.15,0.0964,101,846.85,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,298.15,0.2004,101,897.55,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,298.15,0.2986,101,935.59,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,298.15,0.401,101,967.67,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,298.15,0.4973,101,992.88,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,298.15,0.6499,101,1024.83,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,298.15,0.8003,101,1049.49,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,298.15,0.8941,101,1062.47,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,303.15,0.0495,101,814.55,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,303.15,0.0964,101,842.29,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,303.15,0.2004,101,892.91,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,303.15,0.2986,101,930.94,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,303.15,0.401,101,963.03,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,303.15,0.4973,101,988.27,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,303.15,0.6499,101,1020.26,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,303.15,0.8003,101,1044.97,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,303.15,0.8941,101,1057.99,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,308.15,0.0495,101,810.04,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,308.15,0.0964,101,837.69,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,308.15,0.2004,101,888.25,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,308.15,0.2986,101,926.27,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,308.15,0.401,101,958.37,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,308.15,0.4973,101,983.64,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,308.15,0.6499,101,1015.69,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,308.15,0.8003,101,1040.45,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,308.15,0.8941,101,1053.51,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,313.15,0.0495,101,805.49,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,313.15,0.0964,101,833.06,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,313.15,0.2004,101,883.55,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,313.15,0.2986,101,921.57,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,313.15,0.401,101,953.69,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
RMPrx,313.15,0.4973,101,978.99,Qian et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
